Country,Confirmed_Cases,Deaths,Recovered,Month
Dominican Republic,246299.0,3226.0,202547.0,03/15/2021
North Macedonia,113929.0,3364.0,98676.0,03/16/2021
Congo (Kinshasa),27252.0,722.0,23759.0,03/17/2021
Qatar,171701.0,270.0,159141.0,03/17/2021
Australia,29166.0,909.0,22962.0,03/17/2021
Azerbaijan,248307.0,3384.0,233356.0,03/23/2021
Guatemala,190208.0,6749.0,173301.0,03/24/2021
Chad,4506.0,162.0,4109.0,03/28/2021
Gabon,18777.0,111.0,16074.0,03/28/2021
Philippines,721892.0,13170.0,603154.0,03/28/2021
Chad,4523.0,164.0,4137.0,03/30/2021
Panama,355051.0,6114.0,343904.0,03/31/2021
New Zealand,2501.0,26.0,2408.0,04/01/2021
Sierra Leone,3987.0,79.0,2817.0,04/02/2021
United Arab Emirates,465939.0,1502.0,450111.0,04/02/2021
France,4802545.0,96439.0,304563.0,04/03/2021
US,3.0674153E7,555254.0,0.0,04/03/2021
Mauritania,17927.0,449.0,17185.0,04/04/2021
Georgia,284061.0,3822.0,275024.0,04/05/2021
Dominica,165.0,0.0,159.0,04/07/2021
Cambodia,3028.0,24.0,1914.0,04/08/2021
Djibouti,9876.0,96.0,7985.0,04/11/2021
Moldova,241217.0,5388.0,222927.0,04/11/2021
Dominican Republic,258637.0,3397.0,217008.0,04/13/2021
Estonia,115080.0,1049.0,96844.0,04/13/2021
Kenya,147147.0,2394.0,99580.0,04/13/2021
West Bank and Gaza,278135.0,2955.0,243522.0,04/16/2021
Canada,1121162.0,23572.0,1013533.0,04/17/2021
Chile,1136189.0,25317.0,1067662.0,04/20/2021
Costa Rica,233498.0,3115.0,199379.0,04/21/2021
Madagascar,33592.0,569.0,26610.0,04/21/2021
Togo,12657.0,121.0,10431.0,04/21/2021
Egypt,219774.0,12914.0,165348.0,04/22/2021
Kyrgyzstan,93278.0,1573.0,87717.0,04/23/2021
Denmark,247704.0,2475.0,235757.0,04/24/2021
Sudan,33673.0,2300.0,26411.0,04/25/2021
Central African Republic,6224.0,85.0,5112.0,04/26/2021
Namibia,48177.0,638.0,45909.0,04/28/2021
Burma,142838.0,3209.0,131981.0,05/02/2021
Honduras,213167.0,5318.0,78806.0,05/02/2021
Taiwan,8.0,0.0,0.0,01/28/2020
Thailand,25.0,0.0,10.0,02/04/2020
Nepal,1.0,0.0,0.0,02/06/2020
Others,135.0,0.0,0.0,02/11/2020
Nepal,1.0,0.0,1.0,02/15/2020
US,15.0,0.0,3.0,02/16/2020
Others,454.0,0.0,0.0,02/17/2020
Japan,74.0,1.0,13.0,02/18/2020
Finland,1.0,0.0,1.0,02/18/2020
Netherlands,24.0,0.0,0.0,03/03/2020
Afghanistan,4.0,0.0,0.0,03/04/2020
Senegal,4.0,0.0,0.0,03/06/2020
Bhutan,1.0,0.0,0.0,03/06/2020
Hong Kong,108.0,2.0,51.0,03/07/2020
Croatia,32.0,0.0,1.0,03/13/2020
Armenia,8.0,0.0,0.0,03/13/2020
Panama,55.0,1.0,0.0,03/16/2020
Cyprus,67.0,0.0,0.0,03/20/2020
Togo,9.0,0.0,1.0,03/20/2020
Netherlands,3640.0,137.0,2.0,03/21/2020
Saudi Arabia,392.0,0.0,16.0,03/21/2020
Ethiopia,11.0,0.0,0.0,03/22/2020
Armenia,235.0,0.0,2.0,03/23/2020
Lebanon,318.0,4.0,8.0,03/24/2020
Peru,416.0,7.0,1.0,03/24/2020
Jordan,172.0,0.0,1.0,03/25/2020
Uruguay,217.0,0.0,0.0,03/26/2020
Cuba,80.0,2.0,4.0,03/27/2020
Uganda,23.0,0.0,0.0,03/27/2020
Belgium,12775.0,705.0,1696.0,03/31/2020
Niger,27.0,3.0,0.0,03/31/2020
Uzbekistan,172.0,2.0,7.0,03/31/2020
Australia,4559.0,18.0,358.0,03/31/2020
Bosnia and Herzegovina,533.0,16.0,20.0,04/02/2020
Malta,202.0,0.0,2.0,04/03/2020
San Marino,259.0,32.0,27.0,04/04/2020
Uruguay,400.0,5.0,93.0,04/04/2020
Antigua and Barbuda,19.0,1.0,0.0,04/07/2020
Switzerland,23280.0,895.0,9800.0,04/08/2020
Cameroon,730.0,10.0,60.0,04/09/2020
New Zealand,1330.0,4.0,471.0,04/12/2020
Turkey,61049.0,1296.0,3957.0,04/13/2020
Congo (Brazzaville),117.0,5.0,11.0,04/15/2020
MS Zaandam,9.0,2.0,0.0,04/18/2020
Lebanon,673.0,21.0,102.0,04/19/2020
Montenegro,313.0,5.0,101.0,04/21/2020
West Bank and Gaza,466.0,4.0,71.0,04/21/2020
Lebanon,682.0,22.0,113.0,04/22/2020
Hungary,2284.0,239.0,390.0,04/23/2020
Kyrgyzstan,665.0,8.0,345.0,04/25/2020
West Bank and Gaza,342.0,2.0,92.0,04/25/2020
Georgia,486.0,6.0,149.0,04/26/2020
El Salvador,323.0,8.0,89.0,04/27/2020
Cuba,1437.0,58.0,575.0,04/28/2020
Ivory Coast,1183.0,14.0,525.0,04/28/2020
Dominica,16.0,0.0,13.0,04/30/2020
Guinea,1495.0,7.0,329.0,04/30/2020
Zimbabwe,40.0,4.0,5.0,04/30/2020
Kenya,435.0,22.0,152.0,05/02/2020
Ukraine,11411.0,279.0,1498.0,05/02/2020
Dominican Republic,7954.0,333.0,1606.0,05/03/2020
US,1181206.0,69555.0,187180.0,05/04/2020
Poland,15047.0,755.0,4862.0,05/07/2020
Senegal,1551.0,13.0,611.0,05/08/2020
Zambia,167.0,4.0,111.0,05/08/2020
Iran,107603.0,6640.0,86143.0,05/10/2020
Rwanda,284.0,0.0,140.0,05/10/2020
Tanzania,509.0,21.0,183.0,05/11/2020
South Korea,10962.0,259.0,9695.0,05/12/2020
Belize,18.0,2.0,16.0,05/16/2020
Cyprus,916.0,17.0,515.0,05/17/2020
Mexico,51633.0,5332.0,35388.0,05/18/2020
Antigua and Barbuda,25.0,3.0,19.0,05/19/2020
Brunei,141.0,1.0,136.0,05/19/2020
Guatemala,2133.0,43.0,155.0,05/19/2020
Costa Rica,903.0,10.0,592.0,05/21/2020
Brazil,310087.0,20047.0,125960.0,05/21/2020
Bulgaria,2372.0,125.0,769.0,05/22/2020
Niger,684.0,27.0,325.0,04/25/2020
Malaysia,5851.0,100.0,4032.0,04/28/2020
Cameroon,28010.0,455.0,26861.0,01/22/2021
Belgium,689271.0,20675.0,0.0,01/22/2021
Central African Republic,4974.0,63.0,4885.0,01/23/2021
Ecuador,241292.0,14623.0,204071.0,01/24/2021
Comoros,2350.0,76.0,1424.0,01/25/2021
Czech Republic,946946.0,15618.0,831394.0,01/26/2021
Saint Lucia,921.0,13.0,470.0,01/26/2021
Venezuela,124525.0,1159.0,116785.0,01/26/2021
Spain,2670102.0,57291.0,150376.0,01/27/2021
West Bank and Gaza,157593.0,1812.0,147620.0,01/28/2021
Zimbabwe,32952.0,1178.0,24872.0,01/29/2021
Armenia,166901.0,3071.0,157314.0,01/30/2021
Switzerland,521320.0,9370.0,317600.0,01/30/2021
Norway,62966.0,564.0,17998.0,01/31/2021
Congo (Kinshasa),22842.0,673.0,15033.0,02/01/2021
Diamond Princess,712.0,13.0,699.0,02/01/2021
Sri Lanka,65698.0,330.0,59043.0,02/02/2021
Solomon Islands,17.0,0.0,10.0,02/03/2021
Somalia,4854.0,134.0,3720.0,02/06/2021
Armenia,168088.0,3117.0,159720.0,02/07/2021
Mainland China,89706.0,4636.0,83950.0,02/07/2021
Andorra,10275.0,106.0,9610.0,02/08/2021
Portugal,767919.0,14354.0,612921.0,02/08/2021
El Salvador,56859.0,1701.0,50999.0,02/09/2021
Cabo Verde,14543.0,138.0,13983.0,02/10/2021
Malaysia,254988.0,936.0,202269.0,02/11/2021
Haiti,12016.0,246.0,9258.0,02/12/2021
Kuwait,176052.0,992.0,164537.0,02/12/2021
Dominican Republic,228895.0,2932.0,175329.0,02/13/2021
Botswana,24926.0,202.0,21214.0,02/14/2021
Tanzania,509.0,21.0,183.0,02/14/2021
Cyprus,32935.0,228.0,2057.0,02/18/2021
Marshall Islands,4.0,0.0,4.0,02/18/2021
Yemen,2154.0,618.0,1432.0,02/18/2021
Philippines,559288.0,12068.0,513120.0,02/20/2021
Timor-Leste,103.0,0.0,82.0,02/20/2021
Madagascar,19831.0,297.0,19296.0,02/21/2021
Central African Republic,5001.0,63.0,4920.0,02/22/2021
Nicaragua,6445.0,173.0,4225.0,02/23/2021
Togo,6730.0,82.0,5522.0,02/26/2021
Greece,194582.0,6557.0,93764.0,03/02/2021
Mauritania,17252.0,442.0,16620.0,03/03/2021
Uganda,40408.0,334.0,15049.0,03/03/2021
Liberia,2017.0,85.0,1884.0,03/04/2021
Albania,111301.0,1897.0,73610.0,03/05/2021
Mongolia,3228.0,2.0,2481.0,03/06/2021
Kosovo,72600.0,1640.0,61687.0,03/07/2021
Somalia,8577.0,319.0,4031.0,03/09/2021
Georgia,274045.0,3622.0,267421.0,03/11/2021
India,1.1333728E7,158446.0,1.097326E7,03/12/2021
Latvia,93484.0,1757.0,84196.0,03/13/2021
Mali,8862.0,360.0,6483.0,03/13/2021
Sudan,30873.0,1940.0,23397.0,03/13/2021
Equatorial Guinea,6562.0,98.0,5938.0,03/14/2021
Seychelles,3342.0,16.0,2903.0,03/15/2021
Diamond Princess,712.0,13.0,699.0,03/16/2021
Russia,4368943.0,91815.0,3979436.0,03/17/2021
Mauritania,17570.0,446.0,16863.0,03/19/2021
Rwanda,20761.0,287.0,19163.0,03/20/2021
Japan,455212.0,8802.0,431972.0,03/20/2021
North Macedonia,119378.0,3473.0,100774.0,03/21/2021
Tunisia,245706.0,8546.0,212304.0,03/21/2021
Vietnam,2572.0,35.0,2198.0,03/21/2021
Chad,4427.0,157.0,4045.0,03/22/2021
Guinea,18945.0,113.0,16079.0,03/23/2021
Ukraine,1615747.0,32018.0,1315215.0,03/23/2021
Armenia,186184.0,3398.0,169485.0,03/24/2021
Guinea,19403.0,116.0,16270.0,03/26/2021
Samoa,3.0,0.0,2.0,03/26/2021
Russia,4451565.0,95410.0,4073239.0,03/26/2021
Poland,2221725.0,51753.0,1775068.0,03/27/2021
Ivory Coast,43180.0,237.0,38719.0,03/28/2021
Cameroon,47669.0,721.0,35261.0,03/29/2021
Philippines,731894.0,13186.0,603213.0,03/29/2021
West Bank and Gaza,238248.0,2599.0,211521.0,03/29/2021
Argentina,2332765.0,55736.0,2095853.0,03/30/2021
Brunei,212.0,3.0,194.0,03/31/2021
Mongolia,8841.0,8.0,5070.0,03/31/2021
Cyprus,46173.0,260.0,2057.0,04/01/2021
Tunisia,255308.0,8843.0,217928.0,04/01/2021
Guinea-Bissau,3662.0,66.0,3012.0,04/04/2021
Belize,12456.0,317.0,12090.0,04/05/2021
Israel,834603.0,6248.0,823330.0,04/05/2021
Cabo Verde,18023.0,173.0,16670.0,04/06/2021
Dominica,165.0,0.0,159.0,04/06/2021
Afghanistan,56873.0,2512.0,51940.0,04/07/2021
Angola,23010.0,547.0,21545.0,04/07/2021
Romania,988624.0,24561.0,885710.0,04/07/2021
Holy See,27.0,0.0,15.0,04/08/2021
Norway,101960.0,684.0,17998.0,04/08/2021
Solomon Islands,19.0,0.0,18.0,04/09/2021
Mozambique,68578.0,789.0,58383.0,04/10/2021
Monaco,2375.0,31.0,2242.0,04/11/2021
Cuba,88445.0,476.0,83087.0,04/13/2021
Lesotho,10709.0,315.0,5028.0,04/13/2021
Jamaica,43054.0,692.0,19248.0,04/14/2021
Malaysia,367977.0,1363.0,349039.0,04/15/2021
Bangladesh,715252.0,10283.0,608815.0,04/17/2021
Kazakhstan,338764.0,3288.0,296873.0,04/17/2021
Tanzania,509.0,21.0,183.0,04/17/2021
Syria,21584.0,1483.0,15216.0,04/21/2021
Yemen,5960.0,1147.0,2309.0,04/21/2021
Solomon Islands,20.0,0.0,18.0,04/22/2021
Antigua and Barbuda,1227.0,31.0,1002.0,04/24/2021
Bosnia and Herzegovina,196732.0,8418.0,157095.0,04/27/2021
Azerbaijan,316521.0,4461.0,285024.0,04/28/2021
South Korea,121351.0,1825.0,110787.0,04/28/2021
Cuba,105661.0,632.0,99630.0,04/29/2021
Malawi,34062.0,1148.0,32023.0,04/29/2021
Spain,3524077.0,78216.0,150376.0,04/30/2021
Malawi,34096.0,1148.0,32069.0,05/02/2021
India,3.0,0.0,0.0,02/09/2020
UK,9.0,0.0,1.0,02/12/2020
South Korea,31.0,0.0,12.0,02/18/2020
Vietnam,16.0,0.0,14.0,02/23/2020
Estonia,1.0,0.0,0.0,02/27/2020
Italy,1128.0,29.0,46.0,02/29/2020
UK,36.0,0.0,8.0,03/01/2020
UK,51.0,0.0,8.0,03/03/2020
Kuwait,56.0,0.0,0.0,03/04/2020
Russia,4.0,0.0,2.0,03/05/2020
Estonia,3.0,0.0,0.0,03/05/2020
Israel,34.0,0.0,0.0,03/08/2020
Lebanon,61.0,3.0,1.0,03/11/2020
Spain,6391.0,195.0,517.0,03/14/2020
Belgium,689.0,4.0,1.0,03/14/2020
Andorra,1.0,0.0,1.0,03/14/2020
Reunion,9.0,0.0,0.0,03/16/2020
Antigua and Barbuda,1.0,0.0,0.0,03/19/2020
Bolivia,24.0,0.0,0.0,03/22/2020
Djibouti,1.0,0.0,0.0,03/22/2020
Rwanda,19.0,0.0,0.0,03/22/2020
El Salvador,5.0,0.0,0.0,03/24/2020
Guatemala,21.0,1.0,0.0,03/24/2020
Bahrain,419.0,4.0,177.0,03/25/2020
Sweden,2840.0,77.0,16.0,03/26/2020
Eswatini,9.0,0.0,0.0,03/28/2020
Uruguay,304.0,1.0,0.0,03/29/2020
Jamaica,36.0,1.0,2.0,03/30/2020
Jordan,299.0,5.0,45.0,04/02/2020
Venezuela,153.0,7.0,52.0,04/03/2020
Austria,12297.0,220.0,3463.0,04/06/2020
Finland,2308.0,34.0,300.0,04/07/2020
Switzerland,22253.0,821.0,8704.0,04/07/2020
Nicaragua,6.0,1.0,0.0,04/08/2020
Zambia,40.0,2.0,25.0,04/10/2020
Austria,13806.0,337.0,6604.0,04/11/2020
Luxembourg,3270.0,62.0,500.0,04/11/2020
Vietnam,258.0,0.0,144.0,04/11/2020
Luxembourg,3281.0,66.0,500.0,04/12/2020
Madagascar,106.0,0.0,20.0,04/12/2020
Djibouti,298.0,2.0,41.0,04/13/2020
Kosovo,283.0,7.0,58.0,04/13/2020
Malaysia,4817.0,77.0,2276.0,04/13/2020
Niger,570.0,14.0,90.0,04/14/2020
Sri Lanka,238.0,7.0,63.0,04/15/2020
India,13430.0,448.0,1768.0,04/16/2020
Bahamas,54.0,9.0,6.0,04/17/2020
Costa Rica,649.0,4.0,88.0,04/17/2020
Central African Republic,12.0,0.0,4.0,04/18/2020
Chile,10507.0,139.0,4676.0,04/20/2020
Jordan,437.0,7.0,318.0,04/23/2020
Libya,60.0,2.0,15.0,04/23/2020
Chad,46.0,0.0,15.0,04/25/2020
Qatar,10287.0,10.0,1012.0,04/26/2020
Malawi,36.0,3.0,4.0,04/27/2020
Peru,31190.0,854.0,9179.0,04/28/2020
Slovakia,1384.0,20.0,423.0,04/28/2020
Turkey,114653.0,2992.0,38809.0,04/28/2020
Liechtenstein,82.0,1.0,55.0,04/29/2020
Saudi Arabia,22753.0,162.0,3163.0,04/30/2020
Timor-Leste,24.0,0.0,16.0,04/30/2020
Tunisia,994.0,41.0,305.0,04/30/2020
El Salvador,424.0,10.0,124.0,05/01/2020
Burundi,15.0,1.0,7.0,05/04/2020
Seychelles,11.0,0.0,6.0,05/04/2020
South Sudan,52.0,0.0,0.0,05/05/2020
Nigeria,3145.0,103.0,534.0,05/06/2020
Cuba,1729.0,73.0,1031.0,05/07/2020
Antigua and Barbuda,25.0,3.0,19.0,05/12/2020
Portugal,27913.0,1163.0,3013.0,05/12/2020
Iraq,3032.0,115.0,1966.0,05/13/2020
Syria,48.0,3.0,29.0,05/13/2020
Mauritania,20.0,2.0,7.0,05/14/2020
Saudi Arabia,46869.0,283.0,19051.0,05/14/2020
Egypt,11719.0,612.0,2950.0,05/16/2020
France,182147.0,28242.0,61843.0,05/18/2020
Kyrgyzstan,1216.0,14.0,827.0,05/18/2020
Zimbabwe,46.0,4.0,18.0,05/18/2020
Mexico,56594.0,6090.0,38419.0,05/20/2020
Lebanon,1024.0,26.0,663.0,05/21/2020
Liberia,240.0,23.0,131.0,05/21/2020
Senegal,2812.0,33.0,1251.0,05/21/2020
New Zealand,1504.0,21.0,1455.0,05/22/2020
Venezuela,944.0,10.0,262.0,05/22/2020
Denmark,195353.0,1984.0,180799.0,01/24/2021
El Salvador,53218.0,1561.0,46845.0,01/24/2021
Spain,2499560.0,55441.0,150376.0,01/24/2021
South Sudan,3788.0,64.0,3542.0,01/25/2021
Sao Tome and Principe,1221.0,17.0,1007.0,01/27/2021
Guinea-Bissau,2532.0,45.0,2421.0,01/28/2021
Mongolia,1710.0,2.0,1303.0,01/28/2021
Cambodia,463.0,0.0,438.0,01/29/2021
Thailand,17953.0,77.0,11505.0,01/29/2021
Bolivia,216835.0,10379.0,159222.0,01/31/2021
Uruguay,41738.0,436.0,34683.0,01/31/2021
Suriname,8449.0,156.0,7734.0,02/01/2021
Ukraine,1263833.0,23931.0,1059457.0,02/01/2021
Chile,734035.0,18559.0,690653.0,02/02/2021
Panama,323382.0,5366.0,283298.0,02/03/2021
Qatar,153296.0,250.0,146627.0,02/05/2021
Sao Tome and Principe,1355.0,18.0,1067.0,02/08/2021
Micronesia,1.0,0.0,1.0,02/09/2021
South Sudan,4804.0,69.0,3709.0,02/09/2021
Fiji,56.0,2.0,54.0,02/10/2021
Liechtenstein,2532.0,52.0,2457.0,02/10/2021
Saint Vincent and the Grenadines,1340.0,6.0,454.0,02/10/2021
UK,4025578.0,116507.0,10659.0,02/12/2021
Suriname,8794.0,166.0,8194.0,02/13/2021
Samoa,2.0,0.0,2.0,02/14/2021
Honduras,161727.0,3913.0,63471.0,02/16/2021
Solomon Islands,18.0,0.0,14.0,02/13/2021
Pakistan,565989.0,12436.0,528545.0,02/16/2021
Malaysia,272163.0,1005.0,229762.0,02/17/2021
Luxembourg,53562.0,619.0,50198.0,02/18/2021
Honduras,164077.0,3975.0,64168.0,02/19/2021
Bhutan,866.0,1.0,857.0,02/20/2021
Uzbekistan,79632.0,622.0,78127.0,02/20/2021
Sudan,30128.0,1864.0,22638.0,02/21/2021
Mexico,2041380.0,180107.0,1595320.0,02/21/2021
Brunei,185.0,3.0,178.0,02/24/2021
Montenegro,73612.0,976.0,64240.0,02/24/2021
Albania,105229.0,1756.0,68007.0,02/26/2021
Sierra Leone,3884.0,79.0,2612.0,02/26/2021
Eswatini,17002.0,650.0,14446.0,02/27/2021
Sao Tome and Principe,1786.0,29.0,1382.0,02/28/2021
Burkina Faso,12030.0,143.0,11588.0,03/01/2021
Brunei,187.0,3.0,181.0,03/03/2021
Nicaragua,6489.0,174.0,4225.0,03/03/2021
Malta,23871.0,328.0,20291.0,03/05/2021
Timor-Leste,119.0,0.0,94.0,03/06/2021
Ukraine,1442457.0,28392.0,1238321.0,03/06/2021
Canada,892199.0,22234.0,839824.0,03/07/2021
Brunei,190.0,3.0,182.0,03/08/2021
Eswatini,17188.0,658.0,15343.0,03/08/2021
Bolivia,255621.0,11858.0,199842.0,03/09/2021
Dominica,151.0,0.0,138.0,03/09/2021
Belize,12359.0,316.0,11972.0,03/11/2021
Kuwait,205893.0,1148.0,190235.0,03/11/2021
Senegal,36726.0,955.0,32233.0,03/13/2021
Diamond Princess,712.0,13.0,699.0,03/14/2021
Mauritius,742.0,10.0,592.0,03/14/2021
Paraguay,181414.0,3517.0,150870.0,03/15/2021
Malaysia,330042.0,1225.0,314457.0,03/19/2021
Marshall Islands,4.0,0.0,4.0,03/19/2021
Peru,1451645.0,49897.0,1364556.0,03/20/2021
Netherlands,1218610.0,16411.0,15312.0,03/21/2021
Zambia,86535.0,1182.0,83319.0,03/22/2021
Hong Kong,11409.0,204.0,10936.0,03/23/2021
Mauritius,850.0,10.0,592.0,03/24/2021
Macau,48.0,0.0,48.0,03/27/2021
Macau,48.0,0.0,48.0,03/29/2021
US,3.0395171E7,551407.0,0.0,03/30/2021
Slovenia,218114.0,4063.0,200422.0,04/02/2021
Venezuela,162730.0,1629.0,149459.0,04/02/2021
Greece,277277.0,8453.0,93764.0,04/05/2021
Eswatini,17358.0,669.0,16623.0,04/06/2021
South Sudan,10286.0,113.0,9835.0,04/06/2021
Eswatini,17365.0,669.0,16631.0,04/07/2021
Mauritius,1167.0,12.0,707.0,04/07/2021
Sao Tome and Principe,2255.0,35.0,2154.0,04/07/2021
Tanzania,509.0,21.0,183.0,04/07/2021
South Africa,1554975.0,53173.0,1480632.0,04/08/2021
Mexico,2272064.0,207020.0,1804914.0,04/09/2021
Guyana,11149.0,255.0,9721.0,04/11/2021
Honduras,196086.0,4861.0,75952.0,04/12/2021
Chile,1082920.0,24483.0,1012904.0,04/12/2021
Oman,175633.0,1807.0,155645.0,04/14/2021
Armenia,206142.0,3817.0,185125.0,04/15/2021
Kuwait,253066.0,1428.0,236384.0,04/15/2021
Saudi Arabia,402142.0,6791.0,386102.0,04/15/2021
Rwanda,23812.0,322.0,22015.0,04/16/2021
Timor-Leste,1306.0,2.0,665.0,04/18/2021
Denmark,244067.0,2460.0,232319.0,04/19/2021
Congo (Kinshasa),29084.0,748.0,26108.0,04/20/2021
Guatemala,216329.0,7309.0,193313.0,04/21/2021
Jordan,695390.0,8429.0,654493.0,04/21/2021
Azerbaijan,307980.0,4274.0,272575.0,04/22/2021
Congo (Kinshasa),29350.0,752.0,26135.0,04/22/2021
Ivory Coast,45715.0,277.0,45283.0,04/22/2021
Guatemala,221307.0,7395.0,195802.0,04/24/2021
Mali,13627.0,467.0,8071.0,04/25/2021
Spain,3468617.0,77591.0,150376.0,04/25/2021
Bolivia,300258.0,12885.0,247961.0,04/27/2021
Brunei,223.0,3.0,212.0,04/27/2021
Guatemala,194756.0,6860.0,177964.0,04/01/2021
Holy See,27.0,0.0,15.0,04/29/2021
Botswana,46934.0,712.0,44960.0,05/01/2021
Belgium,995562.0,24291.0,0.0,05/02/2021
UK,3.0,0.0,0.0,02/07/2020
Russia,2.0,0.0,2.0,02/12/2020
Mexico,5.0,0.0,0.0,03/02/2020
Dominican Republic,1.0,0.0,0.0,03/03/2020
UK,115.0,1.0,8.0,03/05/2020
Senegal,4.0,0.0,0.0,03/05/2020
Macau,10.0,0.0,10.0,03/07/2020
Sri Lanka,1.0,0.0,1.0,03/07/2020
Mainland China,80785.0,3158.0,61569.0,03/11/2020
Chile,23.0,0.0,0.0,03/11/2020
Costa Rica,23.0,0.0,0.0,03/13/2020
Martinique,9.0,0.0,0.0,03/14/2020
Poland,177.0,4.0,13.0,03/16/2020
Austria,1646.0,4.0,9.0,03/18/2020
Guinea-Bissau,2.0,0.0,0.0,03/25/2020
Switzerland,12928.0,231.0,1530.0,03/27/2020
Latvia,305.0,0.0,1.0,03/28/2020
Monaco,46.0,1.0,1.0,03/29/2020
Romania,1815.0,43.0,206.0,03/29/2020
Liechtenstein,62.0,0.0,0.0,03/30/2020
Bolivia,115.0,7.0,1.0,04/01/2020
Antigua and Barbuda,9.0,0.0,0.0,04/02/2020
Holy See,7.0,0.0,0.0,04/02/2020
MS Zaandam,9.0,2.0,0.0,04/04/2020
Singapore,1309.0,6.0,320.0,04/05/2020
Central African Republic,8.0,0.0,0.0,04/07/2020
Dominica,15.0,0.0,1.0,04/09/2020
Brazil,19638.0,1057.0,173.0,04/10/2020
Mongolia,16.0,0.0,4.0,04/11/2020
Bahamas,46.0,8.0,5.0,04/12/2020
Ghana,566.0,8.0,4.0,04/12/2020
Philippines,5223.0,335.0,295.0,04/14/2020
Oman,910.0,4.0,131.0,04/15/2020
Kosovo,449.0,11.0,79.0,04/16/2020
Malta,422.0,3.0,91.0,04/17/2020
Hungary,1834.0,172.0,231.0,04/18/2020
Papua New Guinea,7.0,0.0,0.0,04/20/2020
Botswana,22.0,1.0,0.0,04/22/2020
Taiwan,426.0,6.0,236.0,04/22/2020
Netherlands,38040.0,4491.0,117.0,04/26/2020
Spain,226629.0,23190.0,117727.0,04/26/2020
Czech Republic,7504.0,227.0,2948.0,04/28/2020
Denmark,9049.0,434.0,6313.0,04/28/2020
Luxembourg,3741.0,89.0,3123.0,04/28/2020
Mongolia,38.0,0.0,10.0,04/28/2020
Eswatini,100.0,1.0,12.0,04/30/2020
Venezuela,335.0,10.0,148.0,05/01/2020
Armenia,2273.0,33.0,1010.0,05/02/2020
San Marino,582.0,41.0,86.0,05/03/2020
Andorra,751.0,46.0,514.0,05/05/2020
Sao Tome and Principe,174.0,3.0,4.0,05/05/2020
Colombia,8959.0,397.0,2148.0,05/06/2020
Eswatini,153.0,2.0,12.0,05/07/2020
Switzerland,30126.0,1810.0,25900.0,05/07/2020
Hungary,3178.0,392.0,865.0,05/08/2020
Papua New Guinea,8.0,0.0,8.0,05/08/2020
Netherlands,42826.0,5459.0,149.0,05/10/2020
Syria,47.0,3.0,29.0,05/10/2020
Hong Kong,1047.0,4.0,985.0,05/11/2020
Ghana,5127.0,22.0,494.0,05/12/2020
Sweden,27272.0,3313.0,4971.0,05/12/2020
Bosnia and Herzegovina,2218.0,122.0,1272.0,05/14/2020
Holy See,12.0,0.0,2.0,05/15/2020
Austria,16242.0,629.0,14563.0,05/17/2020
Belize,18.0,2.0,16.0,05/17/2020
Lesotho,1.0,0.0,0.0,05/17/2020
Suriname,11.0,1.0,9.0,05/19/2020
Zambia,772.0,7.0,192.0,05/19/2020
Botswana,29.0,1.0,19.0,05/21/2020
Central African Republic,436.0,0.0,18.0,05/21/2020
Mozambique,162.0,0.0,48.0,05/21/2020
United Arab Emirates,26898.0,237.0,12755.0,05/21/2020
Luxembourg,49438.0,562.0,46656.0,01/23/2021
Djibouti,5920.0,61.0,5840.0,01/25/2021
Eritrea,2085.0,7.0,1549.0,01/27/2021
Kenya,100422.0,1753.0,83757.0,01/28/2021
Guatemala,158336.0,5582.0,143065.0,01/29/2021
Mozambique,37108.0,356.0,23559.0,01/29/2021
Malaysia,209661.0,746.0,161527.0,01/30/2021
Bulgaria,218748.0,9045.0,187052.0,01/31/2021
Greece,157495.0,5829.0,93764.0,02/01/2021
Madagascar,19065.0,281.0,18215.0,02/01/2021
Malta,18306.0,273.0,15423.0,02/03/2021
Montenegro,63633.0,826.0,55349.0,02/04/2021
Panama,324489.0,5391.0,285490.0,02/04/2021
Philippines,538995.0,11231.0,499772.0,02/08/2021
Bosnia and Herzegovina,124443.0,4834.0,99669.0,02/09/2021
Nigeria,141447.0,1694.0,115755.0,02/09/2021
Uganda,39942.0,328.0,14470.0,02/11/2021
Algeria,110303.0,2932.0,75628.0,02/12/2021
Argentina,2021553.0,50188.0,1820965.0,02/13/2021
Brazil,9809754.0,238532.0,8740445.0,02/13/2021
Mozambique,50265.0,535.0,31699.0,02/14/2021
Mozambique,50691.0,547.0,31947.0,02/15/2021
Iceland,6039.0,29.0,5986.0,02/16/2021
Namibia,36440.0,394.0,34440.0,02/17/2021
Slovakia,282864.0,6168.0,255300.0,02/17/2021
Hong Kong,10812.0,197.0,10270.0,02/17/2021
Congo (Brazzaville),8419.0,123.0,7019.0,02/18/2021
Indonesia,1252685.0,33969.0,1058222.0,02/18/2021
Vietnam,2347.0,35.0,1605.0,02/18/2021
France,3689534.0,85195.0,258863.0,02/23/2021
Azerbaijan,233644.0,3206.0,228157.0,02/24/2021
Andorra,10799.0,110.0,10356.0,02/25/2021
Syria,15467.0,1018.0,9637.0,02/26/2021
Burundi,2181.0,3.0,773.0,02/27/2021
Albania,107167.0,1796.0,69773.0,02/28/2021
Bolivia,249010.0,11649.0,193032.0,02/28/2021
San Marino,3716.0,74.0,3257.0,02/28/2021
